"Status_Checking","Duration","Credit_history","Purpose","Credit_amount","Saving","Empolyment_duration","Installment_rate","Otherdebtors","Residence_Year","Property","Age","Other_installment_plan","Housing","Exisiting_credits","Job","Liable_People","Telephone","Foreign_worker","Credit_default","Sex","Marital_status"
"404",">0<200$",18,"delay_pay_past","car_new",2899,"no_savings",">=7years",4,"no",4,"car_other",43,"no","own",1,"skilled",2,"no","yes",0,"M","single"
"405",">0<200$",24,"existing_credits_paid_back_duly_till_now","radio_television",2039,"<100$","<1year",1,"no",1,"life_insurance",22,"no","own",1,"skilled",1,"yes","yes",1,"M","married"
"406","no_savings",24,"other_credits_existing_other_bank","car_used",2197,"no_savings",">4years<=7years",4,"no",4,"car_other",43,"no","own",2,"skilled",2,"yes","yes",0,"M","single"
"407","<0$",15,"existing_credits_paid_back_duly_till_now","radio_television",1053,"<100$","<1year",4,"no",2,"real_estate",27,"no","own",1,"skilled",1,"no","no",0,"M","married"
"408","no_savings",24,"existing_credits_paid_back_duly_till_now","radio_television",3235,">500<1000",">=7years",3,"no",2,"car_other",26,"no","own",1,"self-employed",1,"yes","yes",0,"M","divorced"
"409",">200$",12,"other_credits_existing_other_bank","car_new",939,">500<1000",">4years<=7years",4,"no",2,"real_estate",28,"no","own",3,"skilled",1,"yes","yes",1,"M","married"
"410",">0<200$",24,"existing_credits_paid_back_duly_till_now","radio_television",1967,"<100$",">=7years",4,"no",4,"car_other",20,"no","own",1,"skilled",1,"yes","yes",0,"F","divorced"
"411","no_savings",33,"other_credits_existing_other_bank","car_used",7253,"<100$",">4years<=7years",3,"no",2,"car_other",35,"no","own",2,"self-employed",1,"yes","yes",0,"M","single"
"412","no_savings",12,"other_credits_existing_other_bank","business",2292,"<100$","unemployed",4,"no",2,"car_other",42,"stores","own",2,"self-employed",1,"yes","yes",1,"M","single"
"413","no_savings",10,"existing_credits_paid_back_duly_till_now","car_new",1597,">500<1000",">1year<=4years",3,"no",2,"no_property",40,"no","rent",1,"unskilled",2,"no","no",0,"M","single"
"414","<0$",24,"existing_credits_paid_back_duly_till_now","car_new",1381,"no_savings",">1year<=4years",4,"no",2,"life_insurance",35,"no","own",1,"skilled",1,"no","yes",1,"F","divorced"
"415","no_savings",36,"other_credits_existing_other_bank","car_used",5842,"<100$",">=7years",2,"no",2,"life_insurance",35,"no","own",2,"skilled",2,"yes","yes",0,"M","single"
"416","<0$",12,"existing_credits_paid_back_duly_till_now","car_new",2579,"<100$","<1year",4,"no",1,"real_estate",33,"no","own",1,"unskilled",2,"no","yes",1,"M","single"
"417","<0$",18,"delay_pay_past","education",8471,"no_savings",">1year<=4years",1,"no",2,"car_other",23,"no","rent",2,"skilled",1,"yes","yes",0,"F","divorced"
"418","no_savings",21,"existing_credits_paid_back_duly_till_now","car_new",2782,">500<1000",">4years<=7years",1,"no",2,"car_other",31,"bank","own",1,"self-employed",1,"no","yes",0,"F","divorced"
"419",">0<200$",18,"existing_credits_paid_back_duly_till_now","car_new",1042,"no_savings",">1year<=4years",4,"no",2,"life_insurance",33,"no","own",1,"skilled",1,"no","yes",1,"F","divorced"
"420","no_savings",15,"existing_credits_paid_back_duly_till_now","car_new",3186,">=1000",">4years<=7years",2,"no",3,"car_other",20,"no","rent",1,"skilled",1,"no","yes",0,"F","divorced"
"421",">0<200$",12,"existing_credits_paid_back_duly_till_now","car_used",2028,"no_savings",">1year<=4years",4,"no",2,"car_other",30,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"422",">0<200$",12,"other_credits_existing_other_bank","car_new",958,"<100$",">4years<=7years",2,"no",3,"real_estate",47,"no","own",2,"unskilled",2,"no","yes",0,"M","single"
"423","no_savings",21,"delay_pay_past","furniture/equipment",1591,">100<500",">4years<=7years",4,"no",3,"real_estate",34,"no","own",2,"self-employed",1,"no","yes",0,"M","single"
"424",">0<200$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",2762,"no_savings",">=7years",1,"no",2,"life_insurance",25,"bank","own",1,"skilled",1,"yes","yes",1,"F","divorced"
"425",">0<200$",18,"existing_credits_paid_back_duly_till_now","car_used",2779,"<100$",">1year<=4years",1,"no",3,"car_other",21,"no","rent",1,"skilled",1,"yes","yes",0,"M","married"
"426","no_savings",28,"other_credits_existing_other_bank","radio_television",2743,"<100$",">=7years",4,"no",2,"car_other",29,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"427","no_savings",18,"other_credits_existing_other_bank","radio_television",1149,">=1000",">1year<=4years",4,"no",3,"real_estate",46,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"428","no_savings",9,"existing_credits_paid_back_duly_till_now","furniture/equipment",1313,"<100$",">=7years",1,"no",4,"car_other",20,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"429","<0$",18,"other_credits_existing_other_bank","repairs",1190,"<100$","unemployed",2,"no",4,"no_property",55,"no","for_free",3,"unemployed",2,"no","yes",1,"F","divorced"
"430","no_savings",5,"existing_credits_paid_back_duly_till_now","business",3448,"<100$",">4years<=7years",1,"no",4,"real_estate",74,"no","own",1,"unskilled",1,"no","yes",0,"M","single"
"431",">0<200$",24,"existing_credits_paid_back_duly_till_now","car_used0",11328,"<100$",">1year<=4years",2,"co_applicant",3,"car_other",29,"bank","own",2,"self-employed",1,"yes","yes",1,"M","single"
"432","<0$",6,"other_credits_existing_other_bank","furniture/equipment",1872,"<100$","unemployed",4,"no",4,"no_property",36,"no","for_free",3,"self-employed",1,"yes","yes",0,"M","single"
"433","no_savings",24,"other_credits_existing_other_bank","repairs",2058,"<100$",">1year<=4years",4,"no",2,"real_estate",33,"no","own",2,"skilled",1,"yes","yes",0,"M","divorced"
"434","<0$",9,"existing_credits_paid_back_duly_till_now","furniture/equipment",2136,"<100$",">1year<=4years",3,"no",2,"real_estate",25,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"435",">0<200$",12,"existing_credits_paid_back_duly_till_now","radio_television",1484,"no_savings",">1year<=4years",2,"no",1,"real_estate",25,"no","own",1,"skilled",1,"yes","yes",1,"M","married"
"436","no_savings",6,"existing_credits_paid_back_duly_till_now","repairs",660,">500<1000",">4years<=7years",2,"no",4,"real_estate",23,"no","rent",1,"unskilled",1,"no","yes",0,"M","married"
"437","no_savings",24,"other_credits_existing_other_bank","car_new",1287,">=1000",">=7years",4,"no",4,"real_estate",37,"no","own",2,"skilled",1,"yes","yes",0,"F","divorced"
"438","<0$",42,"other_credits_existing_other_bank","repairs",3394,"<100$","unemployed",4,"co_applicant",4,"car_other",65,"no","own",2,"unemployed",1,"no","yes",0,"M","single"
"439",">200$",12,"all_credits_paid","business",609,"<100$","<1year",4,"no",1,"real_estate",26,"no","own",1,"unemployed",1,"no","yes",1,"F","divorced"
"440","no_savings",12,"existing_credits_paid_back_duly_till_now","car_new",1884,"<100$",">=7years",4,"no",4,"car_other",39,"no","own",1,"self-employed",1,"yes","yes",0,"M","single"
"441","<0$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",1620,"<100$",">1year<=4years",2,"co_applicant",3,"life_insurance",30,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"442",">0<200$",20,"delay_pay_past","car_used0",2629,"<100$",">1year<=4years",2,"no",3,"car_other",29,"bank","own",2,"skilled",1,"yes","yes",0,"M","single"
"443","no_savings",12,"existing_credits_paid_back_duly_till_now","education",719,"<100$",">=7years",4,"no",4,"car_other",41,"bank","own",1,"unskilled",2,"no","yes",1,"M","single"
"444",">0<200$",48,"other_credits_existing_other_bank","furniture/equipment",5096,"<100$",">1year<=4years",2,"no",3,"car_other",30,"no","own",1,"self-employed",1,"yes","yes",1,"F","divorced"
"445","no_savings",9,"other_credits_existing_other_bank","education",1244,"no_savings",">=7years",4,"no",4,"life_insurance",41,"no","rent",2,"unskilled",1,"no","yes",0,"F","divorced"
"446","<0$",36,"existing_credits_paid_back_duly_till_now","car_new",1842,"<100$","<1year",4,"no",4,"car_other",34,"no","own",1,"skilled",1,"yes","yes",1,"F","divorced"
"447",">0<200$",7,"existing_credits_paid_back_duly_till_now","radio_television",2576,"<100$",">1year<=4years",2,"guarantor",2,"real_estate",35,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"448",">200$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",1424,"no_savings",">=7years",3,"no",4,"real_estate",55,"no","own",1,"self-employed",1,"yes","yes",0,"F","divorced"
"449",">0<200$",15,"delay_pay_past","repairs",1512,">=1000",">1year<=4years",3,"no",3,"life_insurance",61,"stores","own",2,"skilled",1,"no","yes",1,"M","married"
"450","no_savings",36,"other_credits_existing_other_bank","car_used",11054,"no_savings",">1year<=4years",4,"no",2,"car_other",30,"no","own",1,"self-employed",1,"yes","yes",0,"M","single"
"451","no_savings",6,"existing_credits_paid_back_duly_till_now","radio_television",518,"<100$",">1year<=4years",3,"no",1,"real_estate",29,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"452","no_savings",12,"no_credits_taken","furniture/equipment",2759,"<100$",">=7years",2,"no",4,"life_insurance",34,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"453","no_savings",24,"existing_credits_paid_back_duly_till_now","car_used",2670,"<100$",">=7years",4,"no",4,"car_other",35,"no","own",1,"self-employed",1,"yes","yes",0,"M","single"
"454","<0$",24,"existing_credits_paid_back_duly_till_now","car_new",4817,"<100$",">4years<=7years",2,"co_applicant",3,"life_insurance",31,"no","own",1,"skilled",1,"yes","yes",1,"M","single"
"455","no_savings",24,"existing_credits_paid_back_duly_till_now","car_used",2679,"<100$","<1year",4,"no",1,"no_property",29,"no","own",1,"self-employed",1,"yes","yes",0,"F","divorced"
"456","<0$",11,"other_credits_existing_other_bank","car_new",3905,"<100$",">1year<=4years",2,"no",2,"real_estate",36,"no","rent",2,"skilled",2,"no","yes",0,"M","single"
"457","<0$",12,"existing_credits_paid_back_duly_till_now","car_used",3386,"<100$",">=7years",3,"no",4,"no_property",35,"no","for_free",1,"skilled",1,"yes","yes",1,"M","single"
"458","<0$",6,"existing_credits_paid_back_duly_till_now","domestic_appliances",343,"<100$","<1year",4,"no",1,"real_estate",27,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"459","no_savings",18,"existing_credits_paid_back_duly_till_now","radio_television",4594,"<100$","<1year",3,"no",2,"car_other",32,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"460","<0$",36,"existing_credits_paid_back_duly_till_now","furniture/equipment",3620,"<100$",">1year<=4years",1,"guarantor",2,"life_insurance",37,"no","own",1,"skilled",2,"no","yes",0,"M","single"
"461","<0$",15,"existing_credits_paid_back_duly_till_now","car_new",1721,"<100$","<1year",2,"no",3,"real_estate",36,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"462",">0<200$",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",3017,"<100$","<1year",3,"no",1,"real_estate",34,"no","rent",1,"self-employed",1,"no","yes",0,"F","divorced"
"463",">0<200$",12,"existing_credits_paid_back_duly_till_now","retraining",754,"no_savings",">=7years",4,"no",4,"life_insurance",38,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"464","no_savings",18,"existing_credits_paid_back_duly_till_now","business",1950,"<100$",">4years<=7years",4,"no",1,"car_other",34,"stores","own",2,"skilled",1,"yes","yes",0,"M","single"
"465","<0$",24,"existing_credits_paid_back_duly_till_now","car_used",2924,"<100$",">1year<=4years",3,"guarantor",4,"no_property",63,"bank","own",1,"skilled",2,"yes","yes",0,"M","single"
"466","<0$",24,"delay_pay_past","radio_television",1659,"<100$","<1year",4,"no",2,"car_other",29,"no","rent",1,"unskilled",1,"yes","yes",1,"F","divorced"
"467","no_savings",48,"delay_pay_past","radio_television",7238,"no_savings",">=7years",3,"no",3,"car_other",32,"bank","own",2,"skilled",2,"no","yes",0,"M","single"
"468","no_savings",33,"delay_pay_past","business",2764,"<100$",">1year<=4years",2,"no",2,"car_other",26,"no","own",2,"skilled",1,"yes","yes",0,"F","divorced"
"469","no_savings",24,"delay_pay_past","car_used",4679,"<100$",">4years<=7years",3,"no",3,"car_other",35,"no","own",2,"unskilled",1,"yes","yes",0,"M","single"
"470",">0<200$",24,"existing_credits_paid_back_duly_till_now","radio_television",3092,">100<500","<1year",3,"no",2,"car_other",22,"no","rent",1,"skilled",1,"yes","yes",1,"M","married"
"471","<0$",6,"existing_credits_paid_back_duly_till_now","education",448,"<100$","<1year",4,"no",4,"life_insurance",23,"no","own",1,"skilled",1,"no","yes",1,"F","divorced"
"472","<0$",9,"existing_credits_paid_back_duly_till_now","car_new",654,"<100$",">1year<=4years",4,"no",3,"car_other",28,"no","own",1,"unskilled",1,"no","yes",1,"M","single"
"473","no_savings",6,"existing_credits_paid_back_duly_till_now","retraining",1238,"no_savings","unemployed",4,"no",4,"life_insurance",36,"no","own",1,"self-employed",2,"yes","yes",0,"M","single"
"474",">0<200$",18,"other_credits_existing_other_bank","radio_television",1245,"<100$",">1year<=4years",4,"no",2,"car_other",33,"no","own",1,"skilled",1,"no","yes",1,"M","married"
"475","<0$",18,"no_credits_taken","furniture/equipment",3114,"<100$","<1year",1,"no",4,"life_insurance",26,"no","rent",1,"skilled",1,"no","yes",1,"F","divorced"
"476","no_savings",39,"existing_credits_paid_back_duly_till_now","car_used",2569,">500<1000",">1year<=4years",4,"no",4,"car_other",24,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"477",">200$",24,"existing_credits_paid_back_duly_till_now","radio_television",5152,"<100$",">4years<=7years",4,"no",2,"car_other",25,"bank","own",1,"skilled",1,"no","yes",0,"M","single"
"478",">0<200$",12,"existing_credits_paid_back_duly_till_now","business",1037,">100<500",">4years<=7years",3,"no",4,"real_estate",39,"no","own",1,"unskilled",1,"no","yes",0,"M","single"
"479","<0$",15,"other_credits_existing_other_bank","furniture/equipment",1478,"<100$",">=7years",4,"no",4,"car_other",44,"no","own",2,"skilled",2,"yes","yes",0,"M","single"
"480",">0<200$",12,"other_credits_existing_other_bank","radio_television",3573,"<100$",">1year<=4years",1,"no",1,"real_estate",23,"no","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"481",">0<200$",24,"existing_credits_paid_back_duly_till_now","car_new",1201,"<100$","<1year",4,"no",1,"life_insurance",26,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"482","<0$",30,"existing_credits_paid_back_duly_till_now","furniture/equipment",3622,">=1000",">=7years",4,"no",4,"life_insurance",57,"no","rent",2,"skilled",1,"yes","yes",0,"F","divorced"
"483","no_savings",15,"delay_pay_past","furniture/equipment",960,">=1000",">4years<=7years",3,"no",2,"life_insurance",30,"no","own",2,"skilled",1,"no","yes",0,"F","divorced"
"484","no_savings",12,"other_credits_existing_other_bank","car_new",1163,">500<1000",">1year<=4years",4,"no",4,"real_estate",44,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"485",">0<200$",6,"delay_pay_past","car_new",1209,"<100$","unemployed",4,"no",4,"life_insurance",47,"no","own",1,"self-employed",1,"yes","yes",1,"M","single"
"486","no_savings",12,"existing_credits_paid_back_duly_till_now","radio_television",3077,"<100$",">1year<=4years",2,"no",4,"car_other",52,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"487","no_savings",24,"existing_credits_paid_back_duly_till_now","car_new",3757,"<100$",">=7years",4,"co_applicant",4,"no_property",62,"no","for_free",1,"skilled",1,"yes","yes",0,"F","divorced"
"488","no_savings",10,"existing_credits_paid_back_duly_till_now","car_new",1418,">100<500",">1year<=4years",3,"no",2,"real_estate",35,"no","rent",1,"unskilled",1,"no","no",0,"M","single"
"489","no_savings",6,"existing_credits_paid_back_duly_till_now","car_new",3518,"<100$",">1year<=4years",2,"guarantor",3,"life_insurance",26,"no","rent",1,"skilled",1,"no","yes",0,"M","single"
"490","no_savings",12,"other_credits_existing_other_bank","radio_television",1934,"<100$",">=7years",2,"no",2,"no_property",26,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"491",">0<200$",27,"no_credits_taken","business",8318,"<100$",">=7years",2,"no",4,"no_property",42,"no","for_free",2,"self-employed",1,"yes","yes",1,"F","divorced"
"492","no_savings",6,"other_credits_existing_other_bank","radio_television",1237,">100<500",">1year<=4years",1,"no",1,"life_insurance",27,"no","own",2,"skilled",1,"no","yes",0,"F","divorced"
"493",">0<200$",6,"existing_credits_paid_back_duly_till_now","radio_television",368,"no_savings",">=7years",4,"no",4,"life_insurance",38,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"494","<0$",12,"other_credits_existing_other_bank","car_new",2122,"<100$",">1year<=4years",3,"no",2,"real_estate",39,"no","rent",2,"unskilled",2,"no","no",0,"M","single"
"495","<0$",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",2996,"no_savings",">1year<=4years",2,"no",4,"car_other",20,"no","own",1,"skilled",1,"no","yes",1,"M","married"
"496",">0<200$",36,"existing_credits_paid_back_duly_till_now","furniture/equipment",9034,">100<500","<1year",4,"co_applicant",1,"no_property",29,"no","rent",1,"self-employed",1,"yes","yes",1,"M","single"
"497","no_savings",24,"other_credits_existing_other_bank","furniture/equipment",1585,"<100$",">4years<=7years",4,"no",3,"life_insurance",40,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"498",">0<200$",18,"existing_credits_paid_back_duly_till_now","radio_television",1301,"<100$",">=7years",4,"guarantor",2,"real_estate",32,"no","own",1,"unskilled",1,"no","yes",0,"M","married"
